Education,Marital_Status,Income,Kids,Expense,TotalAcceptedCmp,NumTotalPurchases,Age,engagement_days
PG,Couple,59594.0,1,499,1,17,59,803
PG,Couple,80685.0,0,1004,0,21,30,862
PG,Couple,40344.0,1,218,0,12,50,445
PG,Couple,62710.0,1,606,0,22,52,588
PG,Couple,48985.0,1,75,0,6,56,545
PG,Couple,35322.0,3,106,0,9,56,862
PG,Couple,77142.0,0,990,0,17,76,582
PG,Single,81657.0,0,1097,0,16,55,344
UG,Couple,14421.0,0,16,1,4,28,318
PG,Couple,20130.0,0,34,0,5,50,290
PG,Couple,74214.0,0,1711,0,16,34,858
PG,Couple,66726.0,2,438,1,17,67,354
UG,Couple,23724.0,1,75,0,7,45,723
PG,Couple,47353.0,1,225,0,13,64,414
PG,Couple,33444.0,2,18,0,4,72,789
PG,Couple,54386.0,1,470,0,17,43,594
PG,Single,28510.0,2,91,0,9,43,628
PG,Single,90638.0,0,2525,1,18,33,322
PG,Couple,48070.0,1,504,0,19,74,718
PG,Couple,43140.0,1,235,0,11,67,726
PG,Single,54959.0,1,1232,1,21,63,712
UG,Single,15056.0,2,88,0,12,66,608
PG,Single,26954.0,1,17,0,4,53,238
PG,Single,22327.0,1,24,0,5,39,517
PG,Couple,44393.0,2,60,0,7,59,497
PG,Single,62000.0,1,1020,1,26,72,494
PG,Couple,31497.0,1,155,0,10,62,756
PG,Couple,45894.0,2,51,0,5,50,308
PG,Single,78579.0,0,1812,0,16,54,740
PG,Single,67369.0,1,1461,2,25,55,775
PG,Single,58401.0,1,96,0,6,64,256
PG,Single,62307.0,1,160,0,9,72,318
PG,Couple,43641.0,2,139,0,10,55,619
PG,Single,63841.0,1,908,0,22,56,620
PG,Couple,46891.0,1,183,0,8,59,487
PG,Couple,70091.0,1,1161,1,19,55,641
PG,Couple,78075.0,0,988,0,14,52,271
PG,Single,59184.0,1,1072,0,27,63,844
PG,Couple,54809.0,2,174,0,12,47,477
PG,Couple,58113.0,1,758,0,22,65,706
PG,Couple,51412.0,1,195,0,11,66,366
PG,Single,15287.0,1,31,1,6,45,813
PG,Couple,66636.0,0,1084,0,17,67,502
PG,Couple,50965.0,1,685,1,22,68,680
PG,Couple,84618.0,0,1672,1,26,59,405
PG,Couple,18351.0,0,43,0,6,34,429
PG,Couple,40451.0,2,49,1,5,67,319
PG,Couple,36317.0,1,133,0,9,59,589
PG,Couple,42213.0,1,363,1,15,67,446
PG,Couple,65748.0,1,545,0,18,69,626
PG,Couple,77044.0,1,1065,1,31,52,431
PG,Couple,74918.0,0,2047,1,21,55,660
PG,Couple,56721.0,2,296,0,15,52,792
PG,Single,42160.0,2,140,0,11,49,552
PG,Single,61559.0,1,530,0,17,59,533
PG,Couple,33629.0,2,152,0,13,61,876
PG,Couple,68682.0,0,1598,0,24,33,452
PG,Single,34377.0,1,114,0,8,61,712
UG,Single,8940.0,1,101,0,10,38,862
PG,Couple,26228.0,1,25,0,4,51,466
PG,Single,77297.0,0,789,1,22,67,705
PG,Couple,40211.0,2,87,1,7,43,520
PG,Single,33438.0,2,90,0,11,66,466
PG,Couple,75032.0,1,1215,0,20,65,613
PG,Single,61284.0,0,811,1,22,69,446
PG,Couple,22518.0,1,61,1,7,38,801
PG,Couple,54730.0,1,405,0,18,49,504
PG,Couple,38452.0,2,72,0,9,69,277
PG,Single,44421.0,2,189,0,14,53,685
PG,Couple,38197.0,1,40,0,5,38,551
PG,Single,41986.0,1,63,0,10,46,326
PG,Couple,28427.0,1,52,0,7,41,651
PG,Couple,37395.0,1,39,0,5,48,244
PG,Couple,64722.0,1,805,0,25,53,220
PG,Couple,55249.0,1,130,0,8,68,259
PG,Couple,84906.0,0,1631,3,24,52,454
PG,Couple,28691.0,1,34,0,5,35,546
PG,Single,44213.0,2,152,0,12,72,398
UG,Single,25707.0,1,21,0,5,40,348
PG,Couple,59062.0,3,71,0,7,57,455
PG,Single,76624.0,1,899,1,23,62,222
PG,Couple,66000.0,0,711,0,10,77,256
PG,Couple,27683.0,1,351,0,16,46,880
PG,Single,1730.0,0,8,0,15,53,228
UG,Single,7500.0,1,119,0,11,32,759
PG,Couple,40521.0,2,21,0,4,56,636
PG,Couple,20427.0,1,10,0,4,51,283
PG,Couple,65106.0,1,973,1,27,49,222
PG,Couple,69969.0,0,1536,2,13,59,492
PG,Couple,67433.0,2,992,1,28,72,534
PG,Couple,77766.0,1,1529,1,34,57,678
PG,Couple,74716.0,1,860,0,17,52,476
PG,Single,68118.0,1,928,0,23,61,440
PG,Couple,55158.0,2,418,0,18,54,885
PG,Couple,62972.0,1,587,0,16,69,881
PG,Couple,74190.0,1,641,0,19,49,234
PG,Couple,39356.0,2,23,1,4,48,288
PG,Couple,76653.0,0,2279,2,23,55,503
PG,Single,35860.0,2,49,1,6,51,227
PG,Single,90687.0,0,1779,1,17,41,589
PG,Couple,73450.0,0,1804,2,27,42,392
PG,Couple,31454.0,2,48,0,8,64,544
PG,Single,47139.0,2,83,0,7,72,301
PG,Single,83829.0,0,1862,3,17,49,450
PG,Couple,53378.0,2,793,0,29,61,829
PG,Couple,19656.0,1,84,0,9,54,692
PG,Couple,45579.0,1,183,0,10,76,499
PG,Single,85485.0,0,1383,0,19,66,194
PG,Couple,55956.0,0,999,1,16,80,269
PG,Single,64191.0,1,825,0,24,61,709
PG,Single,38808.0,1,246,1,14,52,858
PG,Couple,57183.0,2,610,0,25,58,653
PG,Single,23748.0,1,76,0,9,56,771
PG,Couple,66303.0,1,1286,1,22,53,674
PG,Couple,37368.0,1,30,1,4,49,381
PG,Couple,40800.0,3,99,0,8,60,730
PG,Single,71847.0,0,1192,1,22,46,832
PG,Couple,46149.0,1,362,0,18,49,398
PG,Couple,78687.0,0,2130,1,19,41,875
PG,Single,49118.0,0,1229,2,28,53,866
PG,Couple,37633.0,2,38,0,6,67,833
PG,Couple,39767.0,0,485,0,17,73,529
UG,Couple,26997.0,0,434,0,13,73,787
PG,Single,33986.0,1,44,0,5,54,658
PG,Couple,57091.0,1,496,1,18,52,769
PG,Couple,46831.0,2,78,0,7,55,572
PG,Couple,83151.0,0,2346,3,23,52,690
PG,Couple,52531.0,0,794,0,21,53,732
PG,Couple,15759.0,0,17,0,4,68,483
PG,Single,22804.0,1,26,0,5,53,519
PG,Couple,43050.0,1,76,0,8,51,289
PG,Single,42997.0,2,15,0,4,47,390
PG,Single,48918.0,2,62,0,7,61,264
PG,Couple,60033.0,1,198,0,10,70,278
PG,Couple,34043.0,1,49,0,5,46,433
PG,Couple,57811.0,1,802,1,25,58,556
PG,Couple,78569.0,0,1736,1,15,78,316
PG,Single,7500.0,2,57,0,10,46,735
PG,Couple,157733.0,1,59,0,2,53,576
PG,Couple,94384.0,0,2302,3,18,71,668
PG,Couple,23148.0,0,37,0,6,39,317
PG,Single,44267.0,2,310,0,16,54,675
PG,Couple,71626.0,0,1305,1,19,45,791
PG,Couple,60894.0,1,832,0,26,58,552
PG,Couple,50200.0,2,401,0,19,48,638
PG,Couple,81051.0,0,1501,2,23,59,223
PG,Couple,65169.0,0,1189,4,28,42,352
PG,Couple,59868.0,1,1194,0,32,52,528
PG,Couple,65695.0,1,656,0,21,64,335
PG,Single,64857.0,0,1540,0,23,68,769
PG,Couple,45143.0,1,311,0,15,59,493
PG,Couple,74805.0,1,820,0,26,69,421
PG,Couple,59060.0,1,274,0,14,35,355
PG,Single,27238.0,2,57,0,9,62,621
PG,Couple,47009.0,1,448,0,17,59,457
PG,Couple,46094.0,2,44,0,5,51,205
PG,Couple,40321.0,2,102,0,8,52,521
PG,Couple,37235.0,1,61,0,5,40,334
PG,Couple,81843.0,0,1643,0,27,64,619
PG,Couple,46692.0,1,397,0,15,66,574
PG,Couple,77382.0,1,1121,1,26,56,359
PG,Single,37774.0,2,473,1,16,47,850
UG,Couple,18393.0,1,50,0,8,50,278
PG,Couple,72828.0,1,1678,0,28,62,686
PG,Couple,24711.0,0,58,0,7,42,258
PG,Couple,45503.0,1,170,0,9,49,463
PG,Single,6560.0,0,373,0,2,42,385
PG,Couple,71604.0,0,1196,1,17,79,410
PG,Couple,27244.0,1,101,0,8,45,300
PG,Couple,48752.0,2,316,0,17,55,750
PG,Couple,71434.0,1,1400,2,21,62,470
PG,Single,90842.0,0,1424,0,27,76,521
PG,Couple,88097.0,1,844,3,20,46,866
PG,Couple,51948.0,1,311,0,13,49,471
PG,Couple,71853.0,0,1149,0,17,42,603
PG,Couple,35876.0,0,129,0,8,41,256
PG,Single,40049.0,1,32,0,5,72,442
PG,Single,39660.0,1,299,0,14,42,876
PG,Couple,50127.0,1,320,1,13,62,217
PG,Couple,43263.0,1,441,0,16,47,771
PG,Couple,62845.0,2,1178,1,28,75,822
PG,Couple,18929.0,0,85,0,6,34,684
UG,Single,24367.0,1,24,0,4,42,652
PG,Single,33249.0,1,112,0,8,49,680
PG,Couple,26887.0,1,30,0,5,65,690
PG,Couple,50150.0,0,410,0,16,41,560
PG,Couple,62061.0,1,800,1,24,48,488
PG,Single,85696.0,0,1313,0,20,62,608
PG,Couple,76542.0,0,1483,0,23,68,642
PG,Single,70515.0,0,1258,0,17,31,437
PG,Couple,18227.0,1,28,0,4,37,784
PG,Couple,69139.0,1,227,0,11,59,339
PG,Couple,69109.0,0,1555,1,20,42,783
PG,Single,69627.0,1,861,0,23,62,655
PG,Couple,38136.0,1,103,1,8,46,619
PG,Single,62159.0,0,634,0,19,78,248
PG,Single,80695.0,0,1918,0,19,61,368
PG,Single,33316.0,2,131,0,10,53,454
PG,Couple,58554.0,2,586,0,22,56,827
UG,Couple,17256.0,1,62,1,7,32,404
PG,Single,53034.0,2,447,0,22,50,581
PG,Couple,52203.0,0,939,0,27,74,884
PG,Single,59601.0,1,797,1,15,47,525
PG,Single,75154.0,1,1143,0,16,66,849
PG,Single,47025.0,1,415,0,17,48,420
PG,Couple,37971.0,1,30,0,5,51,402
PG,Single,41335.0,1,187,0,12,56,371
PG,Couple,67267.0,1,251,0,11,66,233
PG,Single,57338.0,1,237,0,12,49,247
PG,Couple,50523.0,2,91,0,8,64,372
PG,Single,35791.0,3,35,0,6,59,605
PG,Single,50611.0,1,493,1,22,64,819
PG,Couple,56242.0,1,971,0,28,55,669
PG,Single,48904.0,1,371,0,17,64,760
PG,Single,56243.0,3,396,0,20,49,367
PG,Couple,21355.0,1,68,1,7,39,499
PG,Couple,57420.0,1,322,1,15,53,555
PG,Couple,52917.53424657534,1,317,0,14,54,640
PG,Single,46390.0,1,222,0,10,69,241
PG,Couple,54342.0,2,177,0,12,68,547
PG,Couple,52720.37365591398,2,45,0,5,66,850
PG,Single,47633.19,2,21,0,4,60,354
PG,Couple,20895.0,1,45,0,6,51,817
PG,Couple,92344.0,0,1899,2,20,76,351
PG,Couple,56145.31392931393,1,42,0,5,52,305
PG,Couple,26907.0,2,22,0,6,48,499
PG,Couple,44964.0,2,41,0,5,44,746
PG,Couple,75507.0,0,1440,0,21,45,244
PG,Couple,53761.0,2,325,0,17,52,447
PG,Couple,22682.0,1,95,0,10,51,455
PG,Couple,38887.0,1,42,0,5,52,305
PG,Single,41658.0,2,72,0,6,49,783
PG,Couple,29791.0,1,20,0,7,52,231
PG,Couple,63915.0,2,789,0,23,68,520
PG,Single,39996.0,2,15,0,4,50,224
PG,Single,26759.0,1,59,0,8,52,328
PG,Single,63841.0,1,908,0,22,56,620
PG,Couple,51039.0,2,417,0,14,55,752
PG,Couple,60544.0,2,289,0,15,63,859
PG,Couple,65685.0,1,769,0,21,52,278
PG,Couple,37716.0,1,188,0,10,71,255
PG,Single,36864.0,1,354,0,14,67,871
PG,Couple,44511.0,1,727,0,26,54,811
PG,Couple,36947.0,2,146,0,11,57,877
PG,Couple,47352.0,1,319,0,16,73,630
PG,Couple,67087.0,1,794,0,22,71,380
PG,Couple,57045.0,1,454,0,18,74,845
PG,Single,36957.0,2,152,0,11,71,847
PG,Couple,69389.0,1,797,0,22,47,825
PG,Couple,80134.0,1,1690,3,16,52,591
PG,Couple,43142.0,2,20,0,4,55,317
PG,Couple,80589.0,0,1428,1,21,80,344
PG,Single,34412.0,1,209,0,11,34,687
PG,Single,57537.0,1,545,0,19,45,570
UG,Couple,22634.0,0,96,0,6,58,715
PG,Couple,51315.0,0,222,0,10,76,312
PG,Couple,36026.0,3,61,0,7,52,291
PG,Couple,24639.0,2,44,0,9,51,338
PG,Couple,34578.0,3,8,0,4,52,265
PG,Single,65704.0,0,817,0,23,52,445
PG,Single,63810.0,1,1371,1,23,58,781
PG,Couple,54132.0,1,42,0,5,55,319
PG,Couple,18690.0,0,60,0,5,65,734
PG,Couple,28164.0,1,78,0,9,54,607
PG,Couple,34596.0,1,23,0,4,50,628
PG,Couple,43269.0,1,19,0,4,52,472
PG,Single,38741.0,2,61,0,7,66,277
PG,Single,31907.0,0,449,0,14,52,668
PG,Couple,27100.0,1,37,0,5,41,636
PG,Single,31163.0,1,38,0,5,51,322
PG,Couple,92533.0,0,1131,2,23,39,378
PG,Single,34853.0,2,34,0,7,51,374
PG,Single,70844.0,2,294,0,17,57,428
PG,Couple,31086.0,2,48,1,6,45,607
PG,Couple,60544.0,2,289,0,15,63,859
PG,Couple,20491.0,0,30,0,4,38,706
PG,Couple,42523.0,0,125,0,7,60,253
PG,Couple,39922.0,1,156,0,9,41,686
PG,Couple,33402.0,2,70,0,9,72,532
PG,Couple,36408.0,2,22,0,4,75,467
PG,Couple,21645.0,1,65,0,9,45,850
PG,Single,78427.0,0,1930,1,23,76,799
PG,Couple,82657.0,0,2283,2,23,78,461
PG,Couple,51876.0,0,310,0,13,66,443
PG,Couple,78041.0,0,1319,0,18,53,746
PG,Couple,52852.0,1,879,1,26,67,761
PG,Couple,70038.0,0,1244,0,17,42,433
PG,Couple,69401.0,1,690,0,17,51,284
PG,Couple,46053.0,1,209,0,12,52,683
PG,Couple,77343.0,0,1134,0,17,59,206
PG,Single,73892.0,0,1507,0,23,71,414
PG,Single,40304.0,1,57,0,6,57,458
PG,Couple,32727.0,0,529,0,17,59,856
PG,Couple,68695.0,0,1091,0,16,55,190
PG,Single,43300.0,1,180,0,11,53,810
PG,Couple,26290.0,2,77,0,10,52,719
PG,Single,93790.0,0,2349,3,25,54,323
PG,Couple,38410.0,0,534,0,18,50,839
PG,Single,64866.0,1,556,1,21,74,340
PG,Couple,57957.0,1,637,0,25,65,500
PG,Couple,46015.0,2,46,2,5,69,263
PG,Couple,16531.0,1,44,0,9,46,197
PG,Couple,28072.0,1,47,0,5,38,542
PG,Single,49476.0,1,795,0,22,61,560
PG,Couple,50725.0,1,586,0,21,71,687
PG,Couple,83844.0,0,1574,1,20,72,599
PG,Couple,41145.0,2,13,0,4,74,327
PG,Couple,67419.0,1,1471,0,25,54,715
PG,Couple,23162.0,2,65,0,8,54,376
PG,Couple,34380.0,1,175,0,12,47,609
PG,Single,34704.0,1,40,0,5,58,614
PG,Couple,94871.0,2,1078,2,18,55,852
PG,Couple,65148.0,1,1115,0,21,66,776
PG,Couple,39898.0,1,134,0,9,70,688
PG,Single,64857.0,0,1540,0,23,68,769
PG,Couple,59892.0,1,87,0,7,54,425
PG,Single,41020.0,0,217,0,10,37,430
PG,Couple,57072.0,1,1034,1,27,63,342
PG,Single,60474.0,1,1180,0,31,45,640
PG,Couple,62807.0,1,819,0,23,64,853
PG,Couple,19414.0,1,32,0,5,43,442
PG,Couple,19107.0,1,46,0,6,44,497
PG,Couple,75484.0,1,1159,0,18,48,882
PG,Single,70379.0,1,860,0,25,48,669
PG,Couple,79419.0,0,1631,0,15,54,193
PG,Couple,64014.0,3,444,1,22,78,205
PG,Couple,76998.0,1,1910,1,29,69,720
PG,Couple,49854.0,1,380,0,18,52,417
PG,Couple,60585.0,2,736,0,30,53,556
PG,Single,42873.0,2,269,0,15,74,710
PG,Couple,87679.0,0,2524,3,29,36,523
PG,Couple,57867.0,1,612,0,25,46,457
PG,Couple,35765.0,1,75,0,8,34,386
PG,Couple,65492.0,0,1045,0,26,65,340
PG,Single,32952.0,1,55,0,6,47,396
PG,Couple,53374.0,1,1064,1,21,55,868
PG,Couple,71706.0,1,1443,0,25,65,779
PG,Couple,68487.0,0,1366,0,30,36,718
PG,Couple,53253.0,2,436,0,19,49,689
PG,Single,31163.0,1,38,0,5,51,322
PG,Couple,42014.0,1,436,0,20,47,867
PG,Couple,54108.0,2,747,0,32,51,787
PG,Single,49667.0,0,1396,1,22,69,864
PG,Couple,63206.0,0,928,1,14,50,287
PG,Couple,57136.0,2,642,0,26,52,541
PG,Couple,46772.0,1,1048,1,30,49,785
PG,Couple,78931.0,0,943,0,24,53,433
PG,Couple,53977.0,1,907,0,27,66,572
PG,Couple,84219.0,0,1198,0,18,36,333
PG,Single,46098.0,2,120,0,11,49,866
PG,Couple,73538.0,1,1658,0,26,59,767
PG,Couple,79529.0,0,1638,0,22,38,249
PG,Couple,20981.0,0,73,0,7,47,611
PG,Single,51766.0,1,275,0,12,44,296
PG,Couple,55759.0,1,854,0,26,62,764
PG,Couple,33039.0,1,78,0,7,46,479
PG,Couple,37787.0,1,106,0,7,52,468
PG,Single,27242.0,1,106,0,7,54,781
PG,Single,87188.0,0,1923,0,19,41,577
PG,Couple,69930.0,0,1662,0,22,53,585
PG,Single,37697.0,1,84,0,7,48,328
PG,Couple,37401.0,1,48,0,7,51,240
PG,Single,3502.0,1,5,0,0,51,628
PG,Couple,58597.0,2,733,0,32,48,772
PG,Single,82032.0,0,1234,0,17,76,271
PG,Couple,28087.0,2,112,0,9,66,751
PG,Single,74004.0,0,1658,2,15,37,311
PG,Couple,19740.0,1,55,0,7,64,648
PG,Couple,57036.0,1,1513,1,26,49,751
PG,Couple,53083.0,2,271,1,17,66,596
PG,Couple,69283.0,1,904,0,27,49,201
PG,Single,46098.0,2,120,0,11,49,866
PG,Couple,23331.0,1,103,0,8,36,849
PG,Single,23331.0,1,269,0,17,36,818
PG,Single,9255.0,1,22,0,5,35,377
PG,Single,67786.0,0,1156,0,16,65,390
PG,Couple,71969.0,1,1086,1,19,53,807
PG,Single,59235.0,1,1128,0,28,57,719
PG,Couple,31928.0,1,72,0,9,35,279
PG,Couple,74881.0,2,964,0,27,63,664
PG,Couple,65819.0,0,1383,0,20,46,763
PG,Single,51411.0,3,18,0,4,71,585
PG,Single,51983.0,1,793,0,24,60,853
PG,Couple,42386.0,1,100,0,7,38,718
PG,Couple,30390.0,0,80,0,6,37,486
PG,Single,30983.0,0,167,0,8,61,783
PG,Single,66033.0,1,677,0,20,67,711
PG,Couple,37284.0,2,23,0,4,49,643
PG,Single,57530.0,1,92,0,7,73,446
PG,Couple,76800.0,0,641,0,16,59,299
PG,Couple,63943.0,1,1106,0,17,68,851
PG,Couple,76081.0,0,1033,1,14,62,223
PG,Couple,67445.0,1,1174,0,32,50,872
PG,Couple,37054.0,2,25,0,6,57,473
PG,Couple,47175.0,2,240,1,17,62,795
PG,Single,31859.0,1,20,0,4,48,566
PG,Single,27215.0,3,102,0,11,63,708
PG,Single,70179.0,1,1034,0,26,48,529
PG,Couple,39922.0,1,156,0,9,41,686
PG,Couple,49681.0,2,458,0,21,48,423
PG,Couple,24645.0,1,17,0,4,36,791
PG,Single,79865.0,1,792,0,21,70,197
PG,Couple,44322.0,1,92,0,8,39,199
PG,Single,47958.0,1,407,0,16,72,712
PG,Single,63972.0,1,1269,1,23,60,760
PG,Couple,75315.0,1,841,0,23,70,261
PG,Couple,55517.0,2,633,0,23,74,826
PG,Couple,75283.0,3,1019,0,25,67,645
PG,Single,82800.0,0,1315,2,26,78,768
PG,Couple,38998.0,2,54,0,8,70,789
PG,Single,90638.0,0,2525,1,18,33,322
PG,Couple,27161.0,1,52,0,5,38,430
PG,Couple,42014.0,1,436,0,20,47,867
PG,Couple,38201.0,1,268,0,15,64,643
PG,Couple,45203.0,2,147,0,8,42,284
PG,Couple,81574.0,0,1798,2,18,77,248
PG,Couple,34935.0,0,137,0,8,32,559
PG,Single,60482.0,1,507,0,17,48,708
PG,Couple,34633.0,3,15,0,4,68,343
PG,Couple,78093.0,0,1105,0,17,77,386
PG,Single,82460.0,0,974,0,15,74,395
PG,Couple,45903.0,1,66,0,8,58,253
PG,Single,81361.0,0,778,0,27,37,310
PG,Single,35860.0,2,49,1,6,51,227
PG,Couple,40442.0,2,169,0,12,72,865
PG,Couple,61482.0,0,299,0,12,59,188
PG,Couple,34968.0,1,221,0,17,44,631
PG,Couple,75794.0,0,1682,1,25,37,373
PG,Couple,31497.0,1,155,0,10,62,756
PG,Couple,74268.0,0,892,0,13,69,686
UG,Couple,13724.0,1,58,1,5,36,853
PG,Couple,45143.0,1,311,0,15,59,493
PG,Single,52569.0,1,95,0,7,57,271
PG,Single,48432.0,1,424,0,19,51,805
PG,Couple,17144.0,2,47,0,12,64,320
PG,Single,36108.0,1,339,1,15,40,443
PG,Couple,76445.0,1,1410,0,21,53,825
PG,Couple,36663.0,1,35,0,6,49,251
PG,Couple,53843.0,1,562,0,20,59,553
PG,Couple,90226.0,0,2352,1,24,68,827
PG,Single,70638.0,0,1334,1,20,69,579
PG,Couple,44512.0,2,32,0,6,64,489
PG,Couple,27116.0,2,41,0,7,63,305
PG,Couple,54072.0,2,39,0,5,61,523
PG,Couple,71855.0,1,1141,0,25,47,715
PG,Single,51250.0,1,710,1,24,34,642
PG,Couple,60432.0,1,401,0,19,51,298
PG,Couple,65526.0,1,506,0,17,60,265
PG,Single,68655.0,0,1538,0,21,36,874
PG,Couple,12393.0,0,57,0,6,46,758
PG,Single,64509.0,0,1722,1,19,34,502
PG,Single,33955.0,1,270,0,15,49,510
PG,Couple,31353.0,2,31,0,6,47,368
PG,Couple,55434.0,1,882,0,24,40,453
PG,Couple,28359.0,1,16,0,4,41,431
PG,Single,57100.0,1,311,0,14,37,228
PG,Couple,69139.0,1,227,0,11,59,339
PG,Couple,52973.0,1,1152,0,31,68,784
PG,Couple,51717.0,1,122,1,8,59,499
PG,Couple,18793.0,1,77,0,9,53,719
PG,Couple,66664.0,0,1289,0,19,42,828
PG,Single,50664.0,2,561,0,24,65,715
PG,Couple,54414.0,2,211,0,13,61,708
PG,Couple,54549.0,1,233,0,12,72,304
PG,Single,47111.0,1,1092,0,21,53,845
PG,Single,41003.0,0,601,0,17,61,655
PG,Couple,19444.0,1,54,0,10,42,313
PG,Couple,36301.0,1,78,0,7,48,433
PG,Couple,73059.0,1,1095,0,26,77,488
PG,Couple,42731.0,1,244,0,13,55,437
PG,Couple,52854.0,2,116,0,9,65,283
PG,Couple,22775.0,1,15,0,4,46,561
PG,Couple,46681.0,2,425,0,16,76,450
PG,Couple,59821.0,1,734,0,26,69,629
PG,Single,50002.0,1,638,0,19,70,563
PG,Couple,69755.0,0,894,0,22,79,456
PG,Couple,44078.0,2,41,0,7,55,196
PG,Couple,30560.0,1,31,0,5,48,553
PG,Couple,35924.0,2,34,0,5,55,284
PG,Single,64140.0,2,1750,3,18,60,465
PG,Couple,56386.0,2,612,0,25,43,796
UG,Couple,24594.0,1,29,0,5,45,387
PG,Couple,75774.0,1,823,0,21,43,244
PG,Single,39228.0,0,20,0,4,64,601
PG,Couple,58494.0,1,396,0,16,50,385
PG,Single,58684.0,0,813,1,21,43,199
PG,Single,57136.0,0,1179,0,20,57,593
PG,Single,56551.0,2,138,0,10,74,239
PG,Couple,22448.0,1,55,0,9,42,309
PG,Single,82014.0,0,1511,0,22,63,864
PG,Single,34213.0,2,117,0,9,61,846
PG,Couple,157146.0,0,1730,0,28,47,612
PG,Single,25358.0,1,32,0,6,77,528
PG,Single,35544.0,1,67,0,6,46,299
PG,Couple,36634.0,1,335,0,15,70,583
PG,Couple,62670.0,1,825,0,22,70,333
PG,Couple,50334.0,1,694,0,23,52,526
PG,Single,72066.0,0,1792,2,17,43,192
PG,Single,50729.0,2,496,0,24,66,609
PG,Couple,34916.0,2,231,0,13,56,596
PG,Single,64892.0,1,902,0,24,48,217
PG,Single,43602.0,2,68,0,9,58,356
PG,Single,33996.0,0,71,0,6,35,477
PG,Single,41473.0,1,76,0,6,39,561
PG,Couple,63246.0,2,772,0,22,57,499
PG,Couple,36732.0,2,47,0,9,65,368
PG,Couple,69084.0,1,1586,0,25,54,408
PG,Couple,77766.0,1,1529,1,34,57,678
PG,Single,37929.0,0,265,2,13,39,520
PG,Couple,86610.0,0,1603,0,18,73,483
PG,Couple,80141.0,0,2091,1,22,38,720
PG,Couple,72635.0,0,981,1,21,69,577
PG,Couple,69016.0,1,1533,0,34,54,770
PG,Couple,20193.0,0,82,0,7,33,764
PG,Couple,27573.0,1,244,0,14,49,647
UG,Single,15862.0,1,36,0,5,45,553
PG,Couple,49544.0,1,404,0,16,48,688
PG,Couple,33228.0,1,71,0,6,44,343
PG,Couple,70440.0,0,1572,1,23,46,450
PG,Couple,38232.0,2,122,0,11,53,349
PG,Couple,22554.0,2,41,0,10,69,789
PG,Couple,23536.0,1,10,0,4,41,211
PG,Couple,49413.0,1,304,0,13,72,433
PG,Couple,42231.0,2,37,0,5,55,282
PG,Single,78789.0,0,1754,0,16,44,876
PG,Couple,56534.0,1,815,2,25,56,527
PG,Single,58350.0,1,1001,0,27,53,727
PG,Single,81217.0,0,1157,0,22,35,531
PG,Single,49090.0,1,688,0,21,73,531
PG,Single,61787.0,0,1319,0,19,37,544
PG,Couple,18169.0,1,21,0,4,39,681
PG,Single,24336.0,1,31,0,4,43,857
PG,Couple,18222.0,0,67,0,6,34,731
PG,Single,62335.0,1,708,0,21,72,588
PG,Couple,42033.0,2,25,0,4,53,834
PG,Couple,86580.0,0,746,1,11,41,673
PG,Single,41437.0,2,32,0,5,67,831
PG,Single,73705.0,2,1695,0,25,73,302
PG,Couple,61064.0,1,1080,0,28,48,853
PG,Couple,38452.0,2,72,0,9,69,277
PG,Single,18358.0,1,57,0,10,35,407
PG,Couple,55012.0,1,660,0,25,51,286
UG,Couple,9722.0,1,103,0,11,51,821
PG,Couple,38175.0,1,153,0,11,40,465
PG,Couple,58656.0,1,1220,1,32,68,833
PG,Couple,52117.0,1,279,0,13,59,868
PG,Couple,64813.0,1,745,0,20,46,364
PG,Couple,54222.0,1,264,0,12,51,306
PG,Couple,83512.0,0,2157,4,22,38,198
PG,Couple,77520.0,1,1526,3,23,65,491
PG,Couple,41154.0,1,69,0,6,46,632
PG,Couple,80398.0,0,1597,1,26,58,782
UG,Single,18746.0,1,64,0,8,32,217
PG,Couple,35196.0,1,497,0,18,40,779
PG,Single,60230.0,1,1067,0,17,68,591
PG,Couple,22108.0,2,31,0,7,47,238
PG,Couple,44392.0,2,211,0,14,50,483
PG,Couple,55424.0,1,877,1,25,48,767
PG,Couple,17688.0,1,11,0,4,45,718
PG,Couple,92491.0,0,2034,3,25,41,610
PG,Single,90273.0,0,1991,3,19,33,383
PG,Single,82571.0,0,1686,1,24,62,274
PG,Single,38513.0,1,324,0,17,42,338
PG,Single,16653.0,1,69,0,9,45,258
PG,Couple,42586.0,2,252,0,16,69,794
UG,Single,23529.0,1,54,0,5,59,724
PG,Couple,74881.0,2,964,0,27,63,664
PG,Couple,71107.0,1,1327,0,28,73,683
PG,Couple,46910.0,2,68,0,7,60,284
PG,Couple,18690.0,0,60,0,5,65,734
PG,Single,37244.0,2,55,1,5,69,614
PG,Couple,82427.0,0,1456,1,21,58,295
PG,Single,75342.0,1,563,0,18,66,605
PG,Single,70044.0,1,1504,0,26,70,682
PG,Single,79146.0,2,564,0,19,57,252
PG,Couple,77437.0,0,1125,1,23,61,401
PG,Couple,54984.0,1,358,1,17,65,222
PG,Couple,42403.0,1,42,0,5,53,386
PG,Couple,55761.0,1,184,1,10,60,252
PG,Couple,37292.0,1,460,0,19,41,623
PG,Single,45576.0,0,145,0,8,79,218
PG,Couple,70321.0,0,1376,0,25,77,715
